 ,客房數,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,,,,,
總計,"17,832","370,345",68.28%,"2,494","923,690,108","1,436,062,832","2,792,731,317","5,879","9,995","2,883","2,074","20,831",,,,,,
Total,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,
列印日期：,2016/2/19,花蓮地區 Hualien,,資料期間：,,2015年1月至2015年12月(Data for 2015/1～2015/12),,,,,,,,,,,,
,住用及營收概況,,,,,各部門職工概況(No. of Employees),,,,,,,,,,,,
旅館名稱,客房數,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,,,,,
Hotel Name,No. of Rooms,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,,,,,
花蓮亞士都飯店,"2,004","34,067",55.89%,"1,474","50,216,145","11,395,101","62,013,906",246,158,94,0,498,,,,,,
Astar Hotel,,,,,,,,,,,,,,,,,,
統帥大飯店,"3,240","57,583",58.43%,"1,399","80,554,736","77,339,013","171,092,456",399,748,299,63,"1,509",,,,,,
Marshal Hotel,,,,,,,,,,,,,,,,,,
花蓮翰品酒店,"2,364","48,769",67.82%,"2,075","101,211,296","150,288,975","264,059,835",722,903,281,0,"1,906",,,,,,
Hualien Chateau de Chine Hotel,,,,,,,,,,,,,,,,,,
美侖大飯店,"4,116","91,038",72.72%,"2,500","227,616,169","168,182,198","412,851,451",944,"1,558",168,761,"3,431",,,,,,
Parkview Hotel,,,,,,,,,,,,,,,,,,
遠雄悅來大飯店,"4,572","81,293",58.46%,"3,844","312,487,548","182,538,591","554,989,724","1,448","1,407",536,"1,036","4,427",,,,,,
"Farglory Hotel, Hualien",,,,,,,,,,,,,,,,,,
總計,"16,296","312,750",63.10%,"2,469","772,085,894","589,743,878","1,465,007,372","3,759","4,774","1,378","1,860","11,771",,,,,,
Total,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,
列印日期：,2016/2/19,風景區 Scenic Area,,資料期間：,,2015年1月至2015年12月(Data for 2015/1～2015/12),,,,,,,,,,,,
,住用及營收概況,,,,,各部門職工概況(No. of Employees),,,,,,,,,,,,
旅館名稱,客房數,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,,,,,
Hotel Name,No. of Rooms,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,,,,,
陽明山中國麗緻大飯店,564,"8,047",46.91%,"4,753","38,247,916","32,395,859","99,827,784",122,169,103,194,588,,,,,,
Hotel Landis China Yangmingshan,,,,,,,,,,,,,,,,,,
曾文.山芙蓉渡假大酒店(1040315~1041231暫停營業),201,"1,002",16.83%,"2,498","2,502,519","1,409,291","4,028,220",45,39,0,42,126,,,,,,
The Hibiscus Resort,,,,,,,,,,,,,,,,,,
高雄圓山大飯店,"1,284","24,726",63.31%,"1,933","47,791,578","131,010,619","197,033,343",346,967,168,582,"2,063",,,,,,
Grand Hotel Kaohsiung,,,,,,,,,,,,,,,,,,
礁溪老爺大酒店,"2,316","54,594",77.50%,"7,112","388,250,284","272,932,739","759,767,940","1,082","1,442",804,467,"3,795",,,,,,
Hotel Royal Chiao-His,,,,,,,,,,,,,,,,,,
涵碧樓大飯店,"1,152","28,411",81.08%,"11,555","328,277,281","128,093,711","517,110,454",598,874,234,"1,389","3,095",,,,,,
The Lalu Sun Moon Lake,,,,,,,,,,,,,,,,,,
雲品溫泉酒店日月潭,"2,532","55,343",71.86%,"7,680","425,033,594","253,075,493","723,478,311","1,151","1,590",716,291,"3,748",,,,,,
Fleur De Chine Hotel,,,,,,,,,,,,,,,,,,
日月行館,"1,102","12,442",37.12%,"10,814","134,551,827","72,285,807","223,656,832",350,573,144,205,"1,272",,,,,,
Wen Wan Hotel & Resorts,,,,,,,,,,,,,,,,,,
凱撒大飯店,"3,372","91,685",89.39%,"5,560","509,800,851","167,046,539","716,505,021","1,216","1,039",215,981,"3,451",,,,,,
Caesar Park Hotel Kenting,,,,,,,,,,,,,,,,,,
墾丁福華渡假飯店,"5,496","125,153",74.87%,"3,608","451,574,383","148,148,526","649,069,424","1,338",856,0,"1,668","3,862",,,,,,
